CD_CLIENTE,CIDADE,DS_CNAE,DS_SEGMENTO,DS_SUBSEGMENTO,FAT_FAIXA_x,UF,PAIS_FMT,CLIENTE_DESDE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M,﻿NR_PROPOSTA,ITEM_PROPOSTA,DT_UPLOAD,HOSPEDAGEM,FAT_FAIXA_y,CD_PROD,QTD,MESES_BONIF,VL_PCT_DESC_TEMP,VL_PCT_DESCONTO,PRC_UNITARIO,VL_DESCONTO_TEMPORARIO,VL_TOTAL,VL_FULL,VL_DESCONTO
T00245,BARUERI,"Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas",LOGISTICA,ATACADISTA E DISTRIBUIDOR,"Faixa 00 - Ate 4,5 M",SP,BRASIL,1994-11-30,,,,,,,,,,,,,,,,,
T00151,SAOPAULO,Confeccao de roupas intimas,EDUCACIONAL,EDUCACAO CONTINUADA,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,1994-03-01,,,,,,,,,,,,,,,,,
T00255,NOVAODESSA,"Fabricacao de tecidos especiais, inclusive artefatos",MANUFATURA,BENS DE CONSUMO,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,2013-01-28,,,,,,,,,,,,,,,,,
T01085,CAMPINAS,Fabricacao de artigos de metal para uso domestico e pessoal,MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2012-05-17,1.0,"171,517380611126",AALSO4,5.0,2024-11-28,ON PREMISES,Faixa 07 - De 75 M ate 150 M,2010067-2,100,0.0,0,"6,30578605187964","75,8039560583291",0,"7580,45866369343","7580,39560583291","1337,72626847522"
T00361,SAOPAULO,OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS,SERVICOS,PROVEDOR SERVICOS,Sem Informações de Faturamento,SP,BRASIL,2021-10-13,,,,,,,,,,,,,,,,,
T00538,CACHOEIRODEITAPEMIRIM,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Faixa 08 - De 150 M ate 300 M,ES,BRASIL,2010-08-24,,,,,,,,,,,,,,,,,
T00292,FLORIANOPOLIS,"Transporte rodoviario coletivo de passageiros, com itinerario fixo, intermunicipal, exceto em regiao metropolitana",SERVICOS,PROVEDOR SERVICOS,Faixa 03 - De 15 M ate 25 M,SC,BRASIL,2004-02-18,,,,,,,,,,,,,,,,,
T00686,VINHEDO,Fabricacao de adesivos e selantes,MANUFATURA,QUIMICA & RECICLAGEM,Faixa 09 - De 300 M ate 500 M,SP,BRASIL,1994-03-01,3.0,"0,260639156811025",AALGIB,1.0,2024-09-22,ON PREMISES,Faixa 09 - De 300 M ate 500 M,1131001030-6,1,0.0,0,0,"14815,7638220512",0,"14815,7638220512","14815,7638220512",0
T00546,MOGIDASCRUZES,Metalurgia do po,MANUFATURA,BENS DE CAPITAL,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,1994-07-08,,,,,,,,,,,,,,,,,
T00631,RIOGRANDEDASERRA,Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 06 - De 50 M ate 75 M,SP,BRASIL,1998-12-03,,,,,,,,,,,,,,,,,
T00390,SOROCABA,Fabricacao de aviamentos para costura,MANUFATURA,BENS DURAVEIS,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,1994-03-01,,,,,,,,,,,,,,,,,
T01104,MURIAE,"Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional",LOGISTICA,TRANSPORTADOR,Faixa 04 - De 25 M ate 35 M,MG,BRASIL,2005-01-10,1.0,"3369,18148751929",AALLX6,1.0,2024-10-18,ON PREMISES,Faixa 04 - De 25 M ate 35 M,5J16040282,50,0.0,0,0,"67,3836297503858",0,"3369,18148751929","0,210192868395988",0
T00931,DIADEMA,Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,1998-07-27,,,,,,,,,,,,,,,,,
T00737,SAOPAULO,Fabricacao de artefatos de material plastico para usos industriais,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,1991-09-04,,,,,,,,,,,,,,,,,
T00788,JAGUARIUNA,Desenvolvimento de programas de computador sob encomenda,SERVICOS,PROVEDOR SERVICOS,Faixa 11 - Acima de 850 M,SP,BRASIL,2010-03-30,,,,,,,,,,,,,,,,,
T01127,DIADEMA,Fabricacao de outros produtos quimicos nao especificados anteriormente,MANUFATURA,QUIMICA & RECICLAGEM,"Faixa 00 - Ate 4,5 M",SP,BRASIL,1997-09-16,1.0,"4171,19339617102",AAMHAO,3.0,2025-01-31,ON PREMISES,"Faixa 00 - Ate 4,5 M",AGV.00138,100,0.0,0,"17,5174736521216","0,588540031508766",0,"58,8540031508766","100,892576830074","42,0385736791976"
T00953,SAOPAULO,Restaurantes e similares,VAREJO,VAREJO,Faixa 06 - De 50 M ate 75 M,SP,BRASIL,1994-03-01,,,,,,,,,,,,,,,,,
T01134,SAOVICENTE,Fabricacao de defensivos agricolas,MANUFATURA,QUIMICA & RECICLAGEM,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,1998-09-11,1.0,"476,137293205328",AAK945,2.0,2024-04-09,ON PREMISES,Faixa 04 - De 25 M ate 35 M,2012104-2,9,0.0,0,0,"94,5867907781946",0,"851,281117003751","759,342756367346",0
T01008,SAOPAULO,"Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal",VAREJO,DROGARIA,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,1994-03-01,,,,,,,,,,,,,,,,,
T00971,PORTOALEGRE,Fabricacao de perifericos para equipamentos de informatica,MANUFATURA,BENS DURAVEIS,"Faixa 02 - De 7,5 M ate 15 M",RS,BRASIL,1999-06-16,1.0,"33,1432114886794",,,,,,,,,,,,,,,
T00831,BELOHORIZONTE,Seguros de vida,SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO,Sem Informações de Faturamento,MG,BRASIL,1991-06-15,,,,,,,,,,,,,,,,,
T01384,UBERLANDIA,"Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios",DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Faixa 09 - De 300 M ate 500 M,MG,BRASIL,2003-10-10,2.0,"2134,9752067291",AAJWOB,4.0,2024-06-14,ON PREMISES,Faixa 09 - De 300 M ate 500 M,2061268,41,0.0,0,0,"95,4233583944106",0,"3912,35769417084","3912,35769417084",0
T01254,CONTAGEM,"Fabricacao de transformadores, indutores, conversores, sincronizadores e semelhantes, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,"Faixa 01 - De 4,5 M ate 7,5 M",MG,BRASIL,2006-11-30,1.0,"0,0420385736791976",,,,,,,,,,,,,,,
T01060,CURITIBA,Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 05 - De 35 M ate 50 M,PR,BRASIL,2010-06-28,,,,,,,,,,,,,,,,,
T01259,SAOPAULO,"Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados",VAREJO,SUPERMERCADO,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,2013-12-01,3.0,"12070,2077596333",AALS69,1.0,2024-12-19,ON PREMISES,Faixa 04 - De 25 M ate 35 M,CONSV.054,1,0.0,0,"27,8505550624684","3026,35691916544",0,"3026,35691916544","8967,66853724643","5941,311618081"
T01436,JUNDIAI,Perfuracao e construcao de pocos de agua,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2010-07-22,1.0,"38667,7484834474",AAMFKJ,1.0,2025-02-19,ON PREMISES,Faixa 07 - De 75 M ate 150 M,003600000-0,1,0.0,0,0,"38667,7484834474",0,"38667,7484834474","0,00420385736791976",0
T01173,VIANA,Fabricacao de produtos … base de cafe,MANUFATURA,BENS DE CONSUMO,Faixa 06 - De 50 M ate 75 M,ES,BRASIL,2000-05-22,,,,,,,,,,,,,,,,,
T01352,BARUERI,Servicos combinados de escritorio e apoio administrativo,SERVICOS,PROVEDOR SERVICOS,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,1994-11-09,,,,,,,,,,,,,,,,,
T01502,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2010-03-18,8.0,"90580,0396706845",AAKLOT,2.0,2024-07-29,ON PREMISES,Faixa 07 - De 75 M ate 150 M,5J16017024,5,0.0,0,0,"296,010412704702",0,"1480,05206352351","0,0210192868395988",0
T01205,CUSTODIA,Fabricacao de outros produtos alimenticios nao especificados anteriormente,MANUFATURA,BENS DE CONSUMO,Faixa 04 - De 25 M ate 35 M,PE,BRASIL,2001-12-19,,,,,,,,,,,,,,,,,
T01351,PORECATU,Fabricacao de acucar em bruto,AGROINDUSTRIA,SUCROENERGETICO,Faixa 08 - De 150 M ate 300 M,PR,BRASIL,1994-11-11,2.0,"6144,00900878998",AAMI43,2.0,2025-02-10,ON PREMISES,Faixa 08 - De 150 M ate 300 M,AUT.01.000793,1,999.0,"0,476002769769554",0,"468,889843103034","5,30947185568266","468,889843103034","468,889843103034",0
T01356,JAU,Fabricacao de acucar em bruto,AGROINDUSTRIA,SUCROENERGETICO,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,2011-12-05,,,,,,,,,,,,,,,,,
T01346,SANTOANDRE,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias",SAUDE,HOSPITAIS,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,1995-12-13,,,,,,,,,,,,,,,,,
T01526,SAOPAULO,"Fabricacao de artigos de serralheria, exceto esquadrias",MANUFATURA,BENS DE CAPITAL,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,1995-03-06,,,,,,,,,,,,,,,,,
T01440,ARACAJU,Hoteis,HOSPITALITY,HOSPEDAGEM,"Faixa 01 - De 4,5 M ate 7,5 M",SE,BRASIL,1996-06-19,1.0,"117,926606884885",AAMMYI,1.0,2025-03-14,ON PREMISES,"Faixa 01 - De 4,5 M ate 7,5 M",71A3301148,1,0.0,0,0,"60,1067526465167",0,"60,1067526465167","60,1067526465167",0
T01637,RIODEJANEIRO,Agente de propriedade industrial,JURIDICO,ESCRITORIO DE ADVOCACIA,"Faixa 00 - Ate 4,5 M",RJ,BRASIL,1995-06-19,,,,,,,,,,,,,,,,,
T01487,SAOPAULO,Fabricacao de outros produtos quimicos nao especificados anteriormente,MANUFATURA,QUIMICA & RECICLAGEM,Faixa 06 - De 50 M ate 75 M,SP,BRASIL,1995-02-07,2.0,"0,00840771473583952",AAMDMA,2.0,2025-01-20,ON PREMISES,Faixa 06 - De 50 M ate 75 M,153600022-1,1,0.0,0,0,"425,623743072404",0,"425,623743072404","425,623743072404",0
T01690,PORTOALEGRE,Construcao de obras de arte especiais,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Faixa 10 - De 500 M ate 850 M,RS,BRASIL,2001-06-20,2.0,"562,05993394824",AAKU21,1.0,2024-07-23,ON PREMISES,Faixa 10 - De 500 M ate 850 M,71A3301298,10,0.0,0,"5,91062345929518","12,8259688295232",0,"128,259688295232","149,236936561151","20,9772482659196"
T01667,COLOMBO,"Fabricacao de cabines, carrocerias e reboques para caminhoes",MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 03 - De 15 M ate 25 M,PR,BRASIL,1995-12-22,3.0,"3352,04236103028",AAKELK,1.0,2024-04-30,ON PREMISES,Faixa 03 - De 15 M ate 25 M,AUT.01.000189,1,0.0,0,0,"291,260053878953",0,"291,260053878953","287,329447239948",0
T01702,MORUNGABA,Fiacao de fibras artificiais e sinteticas,MANUFATURA,BENS DE CONSUMO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2012-05-02,,,AALZG5,5.0,2025-02-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,2010067-2,9,0.0,0,0,"51,6906301959414",0,"465,224079478208","465,215671763472",0
T01726,SAOJOSEDOSCAMPOS,Desenvolvimento de programas de computador sob encomenda,SERVICOS,PROVEDOR SERVICOS,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2014-03-24,,,,,,,,,,,,,,,,,
T01759,BARUERI,Fabricacao de moveis com predominancia de madeira,MANUFATURA,BENS DURAVEIS,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,1995-08-31,,,,,,,,,,,,,,,,,
T01670,CAMPINAS,"Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,1995-06-20,2.0,"2934,85996355266",AAKBKK,1.0,2024-05-09,ON PREMISES,Faixa 04 - De 25 M ate 35 M,7P11001020,20,0.0,0,0,"5,92323503139894",0,"118,464700627979","118,464700627979",0
T01531,SAOPAULO,Atividades de contabilidade,SERVICOS,PROVEDOR SERVICOS,"Faixa 01 - De 4,5 M ate 7,5 M",SP,BRASIL,2002-02-18,,,,,,,,,,,,,,,,,
T01567,SAOPAULO,Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,1995-04-03,,,,,,,,,,,,,,,,,
T01872,NOVALIMA,"Fabricacao de fornos industriais, aparelhos e equipamentos nao-eletricos para instalacoes termicas, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,"Faixa 00 - Ate 4,5 M",MG,BRASIL,2008-10-02,2.0,"0,00840771473583952",AAKXJR,2.0,2024-08-06,ON PREMISES,"Faixa 00 - Ate 4,5 M",153600011-6,1,0.0,0,0,"97,9120419562191",0,"97,9120419562191","97,9120419562191",0
T01743,BAURU,EDICAO INTEGRADA A IMPRESSAO DE JORNAIS DIARIOS,MANUFATURA,PAPEL & CELULOSE,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,2010-04-30,,,,,,,,,,,,,,,,,
T01877,SAOROQUE,Comercio atacadista de materiais de construcao em geral,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,1995-11-29,,,,,,,,,,,,,,,,,
T01695,SAOPAULO,Fabricacao de artefatos de borracha nao especificados anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 06 - De 50 M ate 75 M,SP,BRASIL,2004-04-15,,,,,,,,,,,,,,,,,
T01773,SAOPAULO,"Producao de gas, processamento de gas natural",MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Sem Informações de Faturamento,SP,BRASIL,1995-09-11,1.0,"11571,3360057823",AAKBF4,1.0,2024-05-31,ON PREMISES,Sem Informações de Faturamento,GPV.000010,1,0.0,0,"11,8044314891187","26599,7477489323",0,"26599,7477489323","36986,062605129","10386,3148561967"
T02069,BELOHORIZONTE,Comercio varejista de outros produtos nao especificados anteriormente,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,"Faixa 02 - De 7,5 M ate 15 M",MG,BRASIL,2012-03-30,,,,,,,,,,,,,,,,,
T01724,RECIFE,Fabricacao de obras de caldeiraria pesada,MANUFATURA,BENS DE CAPITAL,Faixa 06 - De 50 M ate 75 M,PE,BRASIL,1995-08-03,,,,,,,,,,,,,,,,,
T01846,TABOAODASERRA,Fabricacao de luminarias e outros equipamentos de iluminacao,MANUFATURA,BENS DE CAPITAL,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,1996-09-03,,,,,,,,,,,,,,,,,
T01777,DIADEMA,Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2007-06-13,1.0,"2764,62896329612",AAKZEV,3.0,2024-08-30,ON PREMISES,"Faixa 02 - De 7,5 M ate 15 M",2F26001124,1,0.0,0,0,"0,00420385736791976",0,"0,00420385736791976","0,00420385736791976",0
T02072,ITATIBA,"Fabricacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 06 - De 50 M ate 75 M,SP,BRASIL,1999-03-12,,,AAKODU,1.0,2024-07-24,ON PREMISES,Faixa 06 - De 50 M ate 75 M,3116001755,1,0.0,0,0,"3061,87110620962",0,"3061,87110620962","1887,51934662387",0
T02076,INDAIAL,"Fabricacao de fogoes, refrigeradores e maquinas de lavar e secar para uso domestico, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 08 - De 150 M ate 300 M,SC,BRASIL,2007-11-05,1.0,"0,00420385736791976",AAMFBP,2.0,2025-01-26,ON PREMISES,Faixa 08 - De 150 M ate 300 M,153600013-2,1,0.0,0,0,"1395,12994083416",0,"1395,12994083416","1395,12994083416",0
T01744,SAOPAULO,Desenvolvimento e licenciamento de programas de computador nao-customizaveis,SERVICOS,PROVEDOR SERVICOS,Sem Informações de Faturamento,SP,BRASIL,2024-12-16,1.0,"1416,37623597163",AALYFG,1.0,2024-12-16,ON PREMISES,Sem Informações de Faturamento,AGV.00129,230,0.0,0,0,"1,6815429471679",0,"386,754877848618","338,410518117541",0
T01901,JOINVILLE,Compra e venda de imoveis proprios,MANUFATURA,BENS DURAVEIS,Faixa 04 - De 25 M ate 35 M,SC,BRASIL,2004-12-15,2.0,"0,016815429471679",AAKRSA,2.0,2024-07-05,ON PREMISES,Faixa 04 - De 25 M ate 35 M,153600013-2,1,0.0,0,0,"463,794767973115",0,"463,794767973115","463,794767973115",0
T02235,SAOPAULO,Servicos de comunicacao multimidia - SMC,SERVICOS,UTILITIES,Sem Informações de Faturamento,SP,BRASIL,1996-07-04,,,,,,,,,,,,,,,,,
T02250,SAOPAULO,"Fabricacao de sucos concentrados de frutas, hortalicas e legumes",MANUFATURA,BENS DE CONSUMO,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,2005-09-06,6.0,"73511,3740350193",AAISRM,6.0,2024-08-23,ON PREMISES,Faixa 08 - De 150 M ate 300 M,0111001000-5,10,0.0,0,"12,6115721037593","4998,10895587031",0,"49981,0895587031","71401,5925454962","21420,5029867931"
T02084,SAOPAULO,Fabricacao de artefatos de material plastico para uso pessoal e domestico,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,1996-04-10,,,,,,,,,,,,,,,,,
T02145,NOVAFRIBURGO,"Fabricacao de artigos de serralheria, exceto esquadrias",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,RJ,BRASIL,1999-07-26,3.0,"6796,28372185378",AAMR37,2.0,2025-03-21,ON PREMISES,Faixa 07 - De 75 M ate 150 M,0T63369001,1,0.0,0,0,"5016,42095856497",0,"5016,42095856497","5016,42095856497",0
T02029,SAOBERNARDODOCAMPO,Hoteis,HOSPITALITY,HOSPEDAGEM,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2003-02-20,,,,,,,,,,,,,,,,,
T02282,PETROLINA,Atividades de associacoes de defesa de direitos sociais,SERVICOS,PROVEDOR SERVICOS,Faixa 03 - De 15 M ate 25 M,PE,BRASIL,1996-07-31,,,,,,,,,,,,,,,,,
T01899,SAOPAULO,Edicao integrada … impressao de revistas,MANUFATURA,PAPEL & CELULOSE,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,1995-12-14,,,,,,,,,,,,,,,,,
T02382,LEME,"Comercio atacadista de alcool carburante, biodiesel, gasolina e demais derivados de petroleo, exceto lubrificantes, nao realizado por transportador retalhista (TRR)",LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,2012-04-26,5.0,"27458,2090543205",AAMAVF,2.0,2025-01-08,ON PREMISES,Faixa 05 - De 35 M ate 50 M,0119001000-4,2,0.0,0,"0,163950437348871","279,762503977692",0,"559,525007955384","561,711013786703","2,18600583131828"
T02266,SAOPAULO,Atividades de organizacoes religiosas,SERVICOS,PROVEDOR SERVICOS,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,2005-03-08,2.0,"0,00840771473583952",AAKXJT,1.0,2024-08-06,ON PREMISES,Faixa 04 - De 25 M ate 35 M,103600011-7,1,0.0,0,0,"1427,41556541979",0,"1427,41556541979","1427,41556541979",0
T02424,SALVADOR,Armazens gerais - emissao de warrant,LOGISTICA,OPERADOR LOGISTICO,"Faixa 02 - De 7,5 M ate 15 M",BA,BRASIL,1997-09-05,,,,,,,,,,,,,,,,,
T02421,TERESINA,Comercio atacadista de componentes eletronicos e equipamentos de telefonia e comunicacao,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Sem Informações de Faturamento,PI,BRASIL,1996-10-09,,,,,,,,,,,,,,,,,
T02312,MOCOCA,"Fabricacao de bicicletas e triciclos nao-motorizados, pecas e acessorios",MANUFATURA,METAL-MECANICO & PLASTICO,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,1996-08-13,,,,,,,,,,,,,,,,,
T02434,LOUVEIRA,Impressao de material para outros usos,MANUFATURA,PAPEL & CELULOSE,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2005-06-10,1.0,"13074,7194776977",AAL768,3.0,2024-09-25,ON PREMISES,Faixa 07 - De 75 M ate 150 M,7T63301071,1,999.0,"12,6115721037593",0,"2995,42493665228","898,629162538632","2995,42493665228","2995,42493665228",0
T02202,SAOPAULO,Atividades de associacoes de defesa de direitos sociais,SERVICOS,PROVEDOR SERVICOS,Faixa 06 - De 50 M ate 75 M,SP,BRASIL,2000-12-20,,,,,,,,,,,,,,,,,
T02542,SAOPAULO,"Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas",LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 06 - De 50 M ate 75 M,SP,BRASIL,1996-12-13,3.0,"49,7232249477549",AAMEP6,1.0,2025-01-23,ON PREMISES,Faixa 06 - De 50 M ate 75 M,1131001141-0,1,0.0,0,0,"4977,10228060282",0,"4977,10228060282","4977,10228060282",0
T02413,DOURADO,Fabricacao de alimentos para animais,MANUFATURA,BENS DE CONSUMO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2006-06-28,,,AAKLVD,1.0,2024-06-11,ON PREMISES,Faixa 07 - De 75 M ate 150 M,2012101-3,34,0.0,0,"1,61428122928119","81,1344472008514",0,"2758,57120482895","2868,62819072109","110,056985892139"
T02500,SAOPAULO,Servicos advocaticios,JURIDICO,ESCRITORIO DE ADVOCACIA,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2002-01-29,,,,,,,,,,,,,,,,,
T02571,SAOPAULO,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,1997-01-13,,,,,,,,,,,,,,,,,
T02519,SAOPAULO,"Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas",VAREJO,VAREJO,"Faixa 01 - De 4,5 M ate 7,5 M",SP,BRASIL,1996-12-05,,,,,,,,,,,,,,,,,
T02345,ARACARIGUAMA,Fabricacao de artefatos de material plastico para usos industriais,MANUFATURA,METAL-MECANICO & PLASTICO,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,1996-09-03,,,,,,,,,,,,,,,,,
T02262,SAOPAULO,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgencias,SAUDE,HOSPITAIS,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,1996-06-17,,,,,,,,,,,,,,,,,
